id,name,current_party,current_district,current_chamber,given_name,family_name,gender,email,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,twitter,youtube,instagram,facebook,wikidata
ocd-person/3818c80e-ca06-40d5-be21-ae570f6a21b5,Dafna Michaelson Jenet,Democratic,21,upper,Dafna,Michaelson Jenet,Female,dafna.michaelson.jenet.senate@coleg.gov,,1972-11-14,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_michaelson%20jenet%2Cdafna-.jpg?itok=3WaYGuub,https://leg.colorado.gov/legislators/dafna-michaelson-jenet,https://ballotpedia.org/Dafna_Michaelson_Jenet;https://en.wikipedia.org/wiki/Dafna_Michaelson_Jenet;https://justfacts.votesmart.org/candidate/biography/169990/dafna-michaelson-jenet;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/dafna-michaelson-jenet;https://www.linkedin.com/in/dafnamichaelson,,,,,,,,,,,
ocd-person/df050043-0b4f-4b51-8df0-ffd6cd6cd5b2,Dan Woog,Republican,19,lower,Dan,Woog,Male,dan.woog.house@coleg.gov,,1978-04-12,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2022a_woog%2C%20dan.jpg?itok=VCcwkzOa,https://leg.colorado.gov/legislators/dan-woog,https://ballotpedia.org/Dan_Woog;https://en.wikipedia.org/wiki/Dan_Woog;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/dan-woog;https://www.linkedin.com/in/dan-woog-9784b322,,,,,,,,,,,
ocd-person/f38f9f4b-9d3a-4e79-a96f-fab94d553d89,Dusty Johnson,Republican,63,lower,Dusty,Johnson,Female,dustyforcolorado@gmail.com,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DustyJohnsonCO.jpg,https://leg.colorado.gov/legislators/dusty-johnson,https://ballotpedia.org/Dusty_Johnson_(Colorado);https://leg.colorado.gov/legislators/dusty-johnson;https://www.linkedin.com/in/dusty-a-johnson-30a7b58b,,,,,,,,,,,
ocd-person/4be512fb-5ebc-422c-a858-d250cb5568ad,Dylan Roberts,Democratic,8,upper,Dylan,Roberts,Male,dylan.roberts.senate@coleg.gov,,1989-07-17,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_roberts%2Cdylan.jpg?itok=reORJBqi,https://leg.colorado.gov/legislators/dylan-roberts,https://ballotpedia.org/Dylan_Roberts;https://en.wikipedia.org/wiki/Dylan_Roberts;https://justfacts.votesmart.org/candidate/biography/179465/dylan-roberts;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/dylan-roberts;https://www.linkedin.com/in/dylan-roberts-b214b933,,,,,,,,,,,
ocd-person/c02b7bf5-a583-43c0-b6d6-2e757c7d42b7,Eliza Hamrick,Democratic,61,lower,Eliza,Hamrick,Female,eliza.hamrick.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_hamrick%2Celiza-.jpg?itok=x__dbth_,https://leg.colorado.gov/legislators/eliza-hamrick,https://ballotpedia.org/Eliza_Hamrick;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/eliza-hamrick,,,,,,,,,,,
ocd-person/bd50bf12-cf63-4a3d-a887-93008333e694,Elizabeth Velasco,Democratic,57,lower,Elizabeth,Velasco,Female,elizabeth.velasco.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_velasco%2Celizabeth.jpg?itok=y0rtvQsw,https://leg.colorado.gov/legislators/elizabeth-velasco,https://ballotpedia.org/Elizabeth_Velasco;https://en.wikipedia.org/wiki/Elizabeth_Velasco;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/elizabeth-velasco,,,,,,,,,,,
ocd-person/c8c1a9c5-c7c2-4894-8829-fc83251bcaf2,Emily Sirota,Democratic,9,lower,Emily,Sirota,Female,emily.sirota.house@coleg.gov,,1979-08-07,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_sirota%2Cemily.jpg?itok=lU6YsziF,https://leg.colorado.gov/legislators/emily-sirota,https://ballotpedia.org/Emily_Sirota;https://en.wikipedia.org/wiki/Emily_Sirota;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/emily-sirota;https://www.linkedin.com/in/emilysirota,,,,,,,,,,,
ocd-person/d8091b89-e076-404f-a2a3-886f5cb9b89c,Faith Winter,Democratic,25,upper,Faith,Winter,Female,faith.winter.senate@coleg.gov,,1980-05-07,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_winter%2Cfaith.jpg?itok=Gj2wPzoG,https://leg.colorado.gov/legislators/faith-winter,https://ballotpedia.org/Faith_Winter;https://en.wikipedia.org/wiki/Faith_Winter;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/faith-winter;https://www.linkedin.com/in/faith-winter-44571a4,,,,,,,,,,,
ocd-person/e0edd86c-a50d-4e78-96ac-f3e8217de4a8,Gretchen Rydin,Democratic,38,lower,Gretchen,Rydin,Female,gretchen.rydin.house@coleg.gov,,1984-01-01,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/GretchenRydin2024.jpeg,https://leg.colorado.gov/legislators/gretchen-rydin,https://ballotpedia.org/Gretchen_Rydin;https://justfacts.votesmart.org/candidate/biography/217161/gretchen-rydin;https://leg.colorado.gov/legislators/gretchen-rydin;https://www.linkedin.com/in/gretchen-rydin-32174b73,,,,,,,,,,,
ocd-person/506f18ea-3611-408b-aa0e-73adf9681efe,Iman Jodeh,Democratic,29,upper,Iman,Jodeh,Female,iman.jodeh.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_jodeh%2C%20iman.jpg?itok=rVcBxpYT,https://leg.colorado.gov/legislators/iman-jodeh,https://ballotpedia.org/Iman_Jodeh;https://en.wikipedia.org/wiki/Iman_Jodeh;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/iman-jodeh;https://www.linkedin.com/in/ijodeh,,,,,,,,,,,
ocd-person/48d0af72-b21b-44a5-afc2-325b80f1c551,Jacque Phillips,Democratic,31,lower,Jacque,Phillips,Female,jacqueline.phillips.house@coleg.gov,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/jacque_phillips.jpg,https://leg.colorado.gov/legislators/jacqueline-phillips,https://ballotpedia.org/Jacque_Phillips;https://leg.colorado.gov/legislators/jacqueline-phillips;https://www.jacquephillips.com;https://www.linkedin.com/in/dr-jacque-phillips-esq-583b9512,,,,,,,,,,,
ocd-person/e4e1f1a9-7134-4d90-9fed-2aa7a0e3a307,James Coleman,Democratic,33,upper,James,Coleman,Male,james.coleman.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_coleman%2Cjames.jpg?itok=U8FI_CeH,https://leg.colorado.gov/legislators/james-coleman,https://ballotpedia.org/James_Coleman_(Colorado);https://en.wikipedia.org/wiki/James_Coleman_(politician);https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/james-coleman;https://www.linkedin.com/in/james-coleman-54206612,,,,,,,,,,,
ocd-person/09ef4f5a-7c9d-463a-8ab6-52c861f97a74,Jamie Jackson,Democratic,41,lower,Jamie,Jackson,Female,jamie.jackson.house@coleg.gov,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jamie_Jackson_Colorado_House.jpg,https://leg.colorado.gov/legislators/jamie-jackson,https://ballotpedia.org/Jamie_Jackson_(Colorado);https://leg.colorado.gov/legislators/jamie-jackson;https://www.linkedin.com/in/jamie-jackson-denver,,,,,,,,,,,
ocd-person/2718c918-a38c-49c2-a120-5503164f959f,Janice Marchman,Democratic,15,upper,Janice,Marchman,Female,janice.marchman.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_marchman%2Cjanice.jpg?itok=Of-P3JI-,https://leg.colorado.gov/legislators/janice-marchman,https://ballotpedia.org/Janice_Marchman;https://en.wikipedia.org/wiki/Janice_Marchman;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/janice-marchman;https://www.linkedin.com/in/janice-marchman-a123a32b,,,,,,,,,,,
ocd-person/2372415a-2aea-4423-8a3a-bed2d40493a6,Janice Rich,Republican,7,upper,Janice,Rich,Female,janicerichsd7@gmail.com,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_rich%2Cjanice-.jpg?itok=2ZTgyDv7,https://leg.colorado.gov/legislators/janice-rich,https://ballotpedia.org/Janice_Rich;https://en.wikipedia.org/wiki/Janice_Rich;https://justfacts.votesmart.org/candidate/biography/181791/janice-rich;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/janice-rich;https://www.linkedin.com/in/janice-rich-12205032,,,,,,,,,,,
ocd-person/544a4247-320e-456a-b5dd-f0373bdad788,Jarvis Caldwell,Republican,20,lower,Jarvis,Caldwell,Male,jarvis.caldwell.house@coleg.gov,,,,https://coloradonewsline.com/wp-content/uploads/2023/12/jarvis-caldwell--200x300.jpeg,https://leg.colorado.gov/legislators/jarvis-caldwell,https://ballotpedia.org/Jarvis_Caldwell;https://en.wikipedia.org/wiki/Jarvis_Caldwell;https://leg.colorado.gov/legislators/jarvis-caldwell;https://www.linkedin.com/in/jarvis-caldwell,,,,,,,,,,,
ocd-person/d2b25169-0772-4e97-aa9e-49f82f0f5d08,Javier Mabrey,Democratic,1,lower,Javier,Mabrey,Male,javier.mabrey.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_mabrey%2Cjavier-.jpg?itok=nfzx9teU,https://leg.colorado.gov/legislators/javier-mabrey,https://ballotpedia.org/Javier_Mabrey;https://justfacts.votesmart.org/candidate/biography/206129/javier-mabrey;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/javier-mabrey;https://www.linkedin.com/in/javier-mabrey-70571162,,,,,,,,,,,
ocd-person/c2cade07-9c95-4439-938c-77ac4ed44fab,Jeff Bridges,Democratic,26,upper,Jeff,Bridges,Male,jeff.bridges.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_bridges%2Cjeff.jpg?itok=7ZsoC6-F,https://leg.colorado.gov/legislators/jeff-bridges,https://ballotpedia.org/Jeff_Bridges;https://en.wikipedia.org/wiki/Jeff_Bridges_(politician);https://justfacts.votesmart.org/candidate/biography/169966/jeff-bridges;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/jeff-bridges;https://www.linkedin.com/in/jeffbridges,,,,,,,,,,,
ocd-person/4aba3e11-9554-405d-b926-5435eb77fa26,Jennifer Bacon,Democratic,7,lower,Jennifer,Bacon,Female,jennifer.bacon.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_bacon%2Cjennifer.jpg?itok=IifAHPYj,https://leg.colorado.gov/legislators/jennifer-bacon,https://ballotpedia.org/Jennifer_Bacon;https://en.wikipedia.org/wiki/Jennifer_Bacon;https://justfacts.votesmart.org/candidate/191820/jennifer-bacon;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/jennifer-bacon;https://www.linkedin.com/in/jennifer-bacon-303,,,,,,,,,,,
ocd-person/655c629d-72f6-45d1-bd8f-a241e200d089,Jenny Willford,Democratic,34,lower,Jenny,Willford,Female,jenny.willford.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_willford%2Cjenny.jpg?itok=ydfmMYJj,https://leg.colorado.gov/legislators/jenny-willford,https://ballotpedia.org/Jenny_Willford;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/jenny-willford;https://www.linkedin.com/in/jennyclaywillford,,,,,,,,,,,
ocd-person/c06af980-c553-4f79-a39d-295b7226f029,Jessie Danielson,Democratic,22,upper,Jessie,Danielson,Female,jessie.danielson.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_danielson%2Cjessie.jpg?itok=PNVRiYDq,https://leg.colorado.gov/legislators/jessie-danielson,https://ballotpedia.org/Jessie_Danielson;https://en.wikipedia.org/wiki/Jessie_Danielson;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/jessie-danielson,,,,,,,,,,,
ocd-person/8e95ac06-ddbb-4f6c-ba7e-854a92860be4,John Carson,Republican,30,upper,John,Carson,Male,john.carson.senate@coleg.gov,,,,https://i0.wp.com/coloradocommunitymedia.com/wp-content/uploads/2024/06/DCO-0613-Commissioner-D3-race-2.jpg?w=768&ssl=1,https://leg.colorado.gov/legislators/john-carson,https://ballotpedia.org/John_Carson_(Colorado);https://en.wikipedia.org/wiki/John_Carson_(Colorado_politician);https://leg.colorado.gov/legislators/john-carson;https://www.linkedin.com/in/johnkcarson,,,,,,,,,,,
ocd-person/829879ea-a9a3-42b6-8f5f-d209b1cc961d,Judy Amabile,Democratic,18,upper,Judy,Amabile,Female,judy.amabile.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_amabile%2Cjudy.jpg?itok=7ZbVKo7E,https://leg.colorado.gov/legislators/judy-amabile,https://ballotpedia.org/Judith_Amabile;https://ballotpedia.org/Judy_Amabile;https://en.wikipedia.org/wiki/Judy_Amabile;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/judy-amabile;https://www.linkedin.com/in/judyamabilehd13,,,,,,,,,,,
ocd-person/8dae5ba5-6741-4aca-8c1e-24f014fda187,Julie Gonzales,Democratic,34,upper,Julie,Gonzales,Female,julie.gonzales.senate@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_gonzales%2Cjulie.jpg?itok=YD-7SxZl,https://leg.colorado.gov/legislators/julie-gonzales,https://ballotpedia.org/Julie_Gonzales;https://en.wikipedia.org/wiki/Julie_Gonzales;https://justfacts.votesmart.org/candidate/biography/181717/julie-gonzales;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/julie-gonzales;https://www.linkedin.com/in/julie-gonzales-50aa3556,,,,,,,,,,,
ocd-person/53facaaf-5673-4c76-b15a-6b5061965ae1,Julie McCluskie,Democratic,13,lower,Julie,McCluskie,Female,julie.mccluskie.house@coleg.gov,,1964-01-12,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_mccluskie%2C%20julie%20-%20speaker.jpg?itok=Gnk_5Fmt,https://leg.colorado.gov/legislators/julie-mccluskie,https://ballotpedia.org/Julie_McCluskie;https://en.wikipedia.org/wiki/Julie_McCluskie;https://justfacts.votesmart.org/candidate/biography/181795/julie-mccluskie;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/julie-mccluskie;https://www.linkedin.com/in/juliemccluskie,,,,,,,,,,,
ocd-person/0c2271df-5808-42ff-9550-700f454b8b3a,Junie Joseph,Democratic,10,lower,Junie,Joseph,Female,junie.joseph.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_joseph%2Cjunie.jpg?itok=Lx4YgUSv,https://leg.colorado.gov/legislators/junie-joseph,https://ballotpedia.org/Junie_Joseph;https://en.wikipedia.org/wiki/Junie_Joseph;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/junie-joseph;https://www.linkedin.com/in/junie-j-27a44a75,,,,,,,,,,,
ocd-person/7631027c-2467-4112-8f03-abad6c6ed8f2,Karen McCormick,Democratic,11,lower,Karen,McCormick,Female,karen.mccormick.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_mccormick%2Ckaren.jpg?itok=b2GRKW9h,https://leg.colorado.gov/legislators/karen-mccormick,https://ballotpedia.org/Karen_McCormick;https://en.wikipedia.org/wiki/Karen_McCormick;https://justfacts.votesmart.org/candidate/180213/karen-mccormick;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/karen-mccormick;https://www.linkedin.com/in/karen-mccormick-dvm-2400a812,,,,,,,,,,,
ocd-person/fa06bf42-5305-4b04-95d0-a63f94ae8913,Katie Stewart,Democratic,59,lower,Katie,Stewart,Female,katie.stewart.house@coleg.gov,,1980-10-06,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KatieStewart2024.jpg,https://leg.colorado.gov/legislators/katie-stewart,https://ballotpedia.org/Katie_Stewart_(Colorado);https://leg.colorado.gov/legislators/katie-stewart;https://www.linkedin.com/in/katie-stewart-colorado,,,,,,,,,,,
ocd-person/f0fa561d-39cf-48f3-ae8c-84b4d30d2662,Katie Wallace,Democratic,17,upper,Katie,Wallace,Female,katie.wallace.senate@coleg.gov,,,,,https://leg.colorado.gov/legislators/katie-wallace,https://ballotpedia.org/Katie_Wallace;https://en.wikipedia.org/wiki/Katie_Wallace;https://justfacts.votesmart.org/candidate/biography/222022/katie-wallace;https://leg.colorado.gov/legislators/katie-wallace;https://www.linkedin.com/in/wallace-katie,,,,,,,,,,,
ocd-person/767c8676-7cf0-45bf-9e20-e615d4d13c5e,Ken DeGraaf,Republican,22,lower,Ken,DeGraaf,Male,ken.degraaf.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_degraaf%2Cken.jpg?itok=kBCJZk7B,https://leg.colorado.gov/legislators/ken-degraaf,https://ballotpedia.org/Kenneth_DeGraaf;https://en.wikipedia.org/wiki/Ken_DeGraaf;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/ken-degraaf,,,,,,,,,,,
ocd-person/f376a75e-e0b0-4bf7-95b1-0931ade3bdb8,Kyle Brown,Democratic,12,lower,Kyle,Brown,Male,kyle.brown.house@coleg.gov,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_kyle%20brown.jpg?itok=wfdtmHtz,https://leg.colorado.gov/legislators/kyle-brown,https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/kyle-brown;https://www.linkedin.com/in/kyle-brown-0905677,,,,,,,,,,,
ocd-person/ebf0c3de-2f58-436f-af67-12863f9cb552,Kyle Mullica,Democratic,24,upper,Kyle,Mullica,Male,kyle.mullica.senate@coleg.gov,,1986-07-31,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2023b_mullica%2Ckyle.jpg?itok=8ek9BxJC,https://leg.colorado.gov/legislators/kyle-mullica,https://ballotpedia.org/Kyle_Mullica;https://en.wikipedia.org/wiki/Kyle_Mullica;https://justfacts.votesmart.org/candidate/biography/148897/kyle-mullica;https://leg.colorado.gov/legislators;https://leg.colorado.gov/legislators/kyle-mullica;https://www.linkedin.com/in/kyle-mullica-51aa9629,,,,,,,,,,,
