id,name,current_party,current_district,current_chamber,given_name,family_name,gender,email,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,twitter,youtube,instagram,facebook,wikidata
ocd-person/7d16a086-5877-48e9-9e76-13c5159f89ce,David Orentlicher,Democratic,20,lower,David,Orentlicher,Male,david.orentlicher@asm.state.nv.us,,,,http://leg.state.nv.us/Session/81st2021/legislators/Assembly/Images/Orentlicher.David.377.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=377;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/20,https://ballotpedia.org/David_Orentlicher;https://en.wikipedia.org/wiki/David_Orentlicher;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=377;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/20;https://www.linkedin.com/in/davidorentlicher,,,,"Room 246, 7230 Amigo St., Las Vegas, NV 89119",,,,,,,
ocd-person/6da4be55-c493-4b72-b436-5257259247d2,Dina Neal,Democratic,4,upper,Dina,Neal,Female,dina.neal@sen.state.nv.us,,,,http://leg.state.nv.us/Session/81st2021/legislators/Senators/Images/Neal.Dina.129.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=129;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/4,https://ballotpedia.org/Dina_Neal;https://en.wikipedia.org/wiki/Dina_Neal;https://justfacts.votesmart.org/candidate/biography/121828/dina-neal;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=129;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/4;https://www.linkedin.com/in/dina-neal-juris-doctorate-8980b723,,,,"3217 Brautigan Court, North Las Vegas, NV 89032",,,,,,,
ocd-person/fb919fa4-e37e-4268-9f5d-e4c3e9490475,Duy Nguyen,Democratic,8,lower,Duy,Nguyen,Male,duy.nguyen@asm.state.nv.us,,,,http://leg.state.nv.us/Session/82nd2023/legislators/Assembly/Images/Nguyen.Duy.392.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/8,https://ballotpedia.org/Duy_Nguyen_(Nevada);https://en.wikipedia.org/wiki/Duy_Nguyen;https://justfacts.votesmart.org/candidate/204172/duy-nguyen;https://www.duyfornv.com/about-duy;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/8;https://www.linkedin.com/in/duymba,,,,"7322 S. Rainbow Blvd. Number 198, Las Vegas, NV 89139",,,,,,,
ocd-person/e5b06346-f5ee-4e1d-baed-342cc4a8ff36,Edgar Flores,Democratic,2,upper,Edgar,Flores,Male,edgar.flores@sen.state.nv.us,,,,http://leg.state.nv.us/Session/81st2021/legislators/Assembly/Images/Flores.Edgar.273.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=273;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/28;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/2,https://ballotpedia.org/Edgar_Flores;https://en.wikipedia.org/wiki/Edgar_Flores_(politician);https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=273;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/28;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/2,,,,,,,,,,,
ocd-person/a76836f8-24c9-4f90-8e13-29f417a7ad9f,Elaine Marzola,Democratic,21,lower,Elaine,Marzola,Female,elaine.marzola@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Marzola.Elaine.376.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=376;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/21,https://ballotpedia.org/Elaine_Marzola;https://en.wikipedia.org/wiki/Elaine_Marzola;https://justfacts.votesmart.org/candidate/191161/elaine-marzola;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=376;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/21;https://www.linkedin.com/in/elaine-marzola-964b51115,,,,"2920 N. Green Valley Parkway Suite 219, Henderson, NV 89014",,,,,,,
ocd-person/39e0ca55-992e-4558-aec5-279adb467de7,Erica Mosca,Democratic,14,lower,Erica,Mosca,Female,erica.mosca@asm.state.nv.us,,,,http://leg.state.nv.us/Session/82nd2023/legislators/Assembly/Images/Mosca.Erica.395.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/14,https://ballotpedia.org/Erica_Mosca;https://en.wikipedia.org/wiki/Erica_Mosca;https://justfacts.votesmart.org/candidate/169547/erica-mosca;https://www.ericamosca.com/about-erica;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/14;https://www.linkedin.com/in/emlv,,,,"2126 Citroen St., Las Vegas, NV 89142",,,,,,,
ocd-person/1555ff9d-7b4a-46d9-be19-6a4be444f574,Erica Roth,Democratic,24,lower,Erica,Roth,Female,erica.roth@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Roth.Erica.413.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/24,https://ballotpedia.org/Erica_Roth;https://justfacts.votesmart.org/candidate/215856/erica-roth;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/24;https://www.linkedin.com/in/ericarothesq,,,,"550 W. Plumb Lane Suite B-214, Reno, NV 89509",,,,,,,
ocd-person/bcad4dc1-c812-409b-9cc9-e1d8c91fdafa,Fabian Doñate,Democratic,10,upper,Fabian,Doñate,Male,fabian.donate@sen.state.nv.us,,,,http://leg.state.nv.us/Session/82nd2023/legislators/Senators/Images/Doate.Fabian.350.jpg,https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/10,https://ballotpedia.org/Fabian_Donate;https://en.wikipedia.org/wiki/Fabian_Do%C3%B1ate;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/10;https://www.linkedin.com/in/fabiandonate,,,,,,,,,,,
ocd-person/1c4f97a9-c965-4d0d-b5b6-39b91aee4f49,Gregory Koenig,Republican,38,lower,Gregory,Koenig,Male,gregory.koenig@asm.state.nv.us,,,,http://leg.state.nv.us/Session/82nd2023/legislators/Assembly/Images/Koenig.Gregory.403.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/38,https://ballotpedia.org/Gregory_Koenig;https://en.wikipedia.org/wiki/Gregory_Koenig;https://justfacts.votesmart.org/candidate/204098/gregory-koenig;https://koenigforassembly.com/about;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/38,,,,"2330 Thurman Lane, Fallon, NV 89406",,,,,,,
ocd-person/33330e1e-b22d-49d7-bce8-6964b289683a,Greg Hafen,Republican,36,lower,Greg,Hafen,Male,gregory.hafen@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Hafen.Gregory.371.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=371;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/36,https://ballotpedia.org/Gregory_Hafen;https://en.wikipedia.org/wiki/Gregory_Hafen_II;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=371;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/36,,,,"5250 Hafen Ranch Road, Pahrump, NV 89061",,,,,,,
ocd-person/684e4e66-da40-4914-943a-40ef578fa231,Hanadi Nadeem,Democratic,34,lower,Hanadi,Nadeem,Female,hanadi.nadeem@asm.state.nv.us,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Hanadi_Nadeem1.jpeg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/34,https://ballotpedia.org/Hanadi_Nadeem;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/34;https://www.linkedin.com/in/hanadi-nadeem-b0ba8a38,,,,"1930 Village Center Circle Suite 3-903, Las Vegas, NV 89134",,,,,,,
ocd-person/bedabc75-c6b4-4949-9e0e-76b9432e740f,Heather Goulding,Democratic,27,lower,Heather,Goulding,Female,heather.goulding@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Goulding.Heather.416.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/27,https://ballotpedia.org/Heather_Goulding;https://justfacts.votesmart.org/candidate/215861/heather-goulding;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/27;https://www.linkedin.com/in/heather-goulding-6b532511,,,,"1250 Brookfield Drive, Reno, NV 89503",,,,,,,
ocd-person/61389b89-1169-49b3-a17b-c904f2111b4e,Heidi Kasama,Republican,2,lower,Heidi,Kasama,Female,heidi.kasama@asm.state.nv.us,,1959-01-09,,http://leg.state.nv.us/Session/81st2021/legislators/Assembly/Images/Kasama.Heidi.379.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=379;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/2,https://ballotpedia.org/Heidi_Kasama;https://en.wikipedia.org/wiki/Heidi_Kasama;https://justfacts.votesmart.org/candidate/191090/heidi-kasama;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=379;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/2;https://www.linkedin.com/in/heidikasama,,,,"11035 Lavender Hill Drive Suite 160-456, Las Vegas, NV 89135",,,,,,,
ocd-person/b88fd854-c97b-4908-a554-583b93bca5c4,Howard Watts,Democratic,15,lower,Howard,Watts,Male,howard.watts@asm.state.nv.us,,1987-12-14,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Watts.Howard.363.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=363;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/15,https://ballotpedia.org/Howard_Watts_III;https://en.wikipedia.org/wiki/Howard_Watts_III;https://justfacts.votesmart.org/candidate/180976/howard-watts-iii;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=363;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/15;https://www.linkedin.com/in/howard-watts-iii-9a1321109,,,,,,,,,,,
ocd-person/94c7e249-88bb-4f83-b225-6b34f9361d0f,Ira Hansen,Republican,14,upper,Ira,Hansen,Male,ira.hansen@sen.state.nv.us,,1960-10-05,,http://leg.state.nv.us/Session/83rd2025/legislators/Senators/Images/Hansen.Ira.157.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=157;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/14,https://ballotpedia.org/Ira_Hansen;https://en.wikipedia.org/wiki/Ira_Hansen;https://www.irahansen.com/about-ira;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=157;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/14;https://www.linkedin.com/in/ira-hansen-305b0149,,,,"68 Amigo Court, Sparks, NV 89441",,,,,,,
ocd-person/75d6c9b4-d0ee-49bb-aa17-ec20bb33e9eb,James Ohrenschall,Democratic,21,upper,James,Ohrenschall,Male,james.ohrenschall@sen.state.nv.us,,,,http://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Ohrenschall.James.67.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=67;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/21,https://ballotpedia.org/James_Ohrenschall;https://en.wikipedia.org/wiki/James_Ohrenschall;https://justfacts.votesmart.org/candidate/biography/66853/james-ohrenschall;https://www.jamesohrenschall.com/about;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=67;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/21,,,,,,,,,,,
ocd-person/00ad1837-b472-4ce8-872d-e1eac1c1c6db,Jeff Stone,Republican,20,upper,Jeff,Stone,Male,jeff.stone@sen.state.nv.us,,1956-01-30,,http://leg.state.nv.us/Session/83rd2025/legislators/Senators/Images/Stone.Jeff.390.jpg,https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/20,https://ballotpedia.org/Jeff_Stone_(California);https://en.wikipedia.org/wiki/Jeff_Stone_(California_politician);https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/20,,,,"2654 W. Horizon Ridge Parkway Suite B5-250, Henderson, NV 89052",,,,,,,
ocd-person/70e15282-2812-4486-9d7e-06862aa45cc3,Jill Dickman,Republican,31,lower,Jill,Dickman,Female,jill.dickman@asm.state.nv.us,,,,http://leg.state.nv.us/Session/81st2021/legislators/Assembly/Images/Dickman.Jill.277.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=277;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/31,https://ballotpedia.org/Jill_Dickman;https://en.wikipedia.org/wiki/Jill_Dickman;https://justfacts.votesmart.org/candidate/key-votes/152682/jill-dickman;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=277;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/31;https://www.linkedin.com/in/jill-dickman-59aa3985,,,,"1344 Disc Drive Number 201, Sparks, NV 89436",,,,,,,
ocd-person/282757f9-1693-4ac5-bd98-4315543cd61a,Joe Dalia,Democratic,29,lower,Joe,Dalia,Male,joe.dalia@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Dalia.Joe.414.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/29,https://ballotpedia.org/Joe_Dalia;https://justfacts.votesmart.org/candidate/204215/joe-dalia;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/29;https://www.linkedin.com/in/joe-dalia-3b89a8166,,,,,,,,,,,
ocd-person/87e878e2-fd19-4b55-a7b5-b76adf520e84,John Ellison,Republican,19,upper,John,Ellison,Male,john.ellison@sen.state.nv.us,,,,http://leg.state.nv.us/Session/81st2021/legislators/Assembly/Images/Ellison.John.159.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=159;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/33;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/19,https://ballotpedia.org/John_Ellison;https://en.wikipedia.org/wiki/John_Ellison_%28politician%29;https://www.leg.state.nv.us/App/Legislator/A/api/81st2021/Legislator?id=159;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/33;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/19;https://www.linkedin.com/in/john-ellison-a7858246,,,,,,,,,,,
ocd-person/deb46b96-7bab-40be-a145-8d397b436d87,John Steinbeck,Republican,18,upper,John,Steinbeck,Male,john.steinbeck@sen.state.nv.us,,,,http://www.leg.state.nv.us/Session/83rd2025/legislators/Senators/Images/Steinbeck.John.418.jpg,https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/18,https://ballotpedia.org/John_Steinbeck;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/18;https://www.linkedin.com/in/john-steinbeck-aa6b97ab,,,,"Box 140 10040 W. Cheyenne Ave., Suite 170, Las Vegas, NV 89129",,,,,,,
ocd-person/b6a16a74-3cb4-43c1-83cd-1b6f211993a0,Jovan Jackson,Democratic,6,lower,Jovan,Jackson,Male,jovan.jackson@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Jackson.Jovan.422.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/6,https://ballotpedia.org/Jovan_Jackson;https://justfacts.votesmart.org/candidate/215893/jovan-jackson;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/6,,,,"1851 Renada Circle, North Las Vegas, NV 89030",,,,,,,
ocd-person/a12a3103-37b0-4ac4-81f0-100aaad494e3,Julie Pazina,Democratic,12,upper,Julie,Pazina,Female,julie.pazina@sen.state.nv.us,,,,http://leg.state.nv.us/Session/82nd2023/legislators/Senators/Images/Pazina.Julie.391.jpg,https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/12,https://ballotpedia.org/Julie_Pazina;https://en.wikipedia.org/wiki/Julie_Pazina;https://justfacts.votesmart.org/candidate/biography/180946/julie-pazina;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current;https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/12;https://www.linkedin.com/in/julie-pazina-cem-ap-9b31a55,,,,,,,,,,,
ocd-person/7ea18ec5-ed07-4de0-8b70-8034022ff32a,Ken Gray,Republican,39,lower,Ken,Gray,Male,ken.gray@asm.state.nv.us,,1969-06-24,,http://leg.state.nv.us/Session/82nd2023/legislators/Assembly/Images/Gray.Ken.404.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/39,https://ballotpedia.org/Ken_Gray_(Nevada);https://en.wikipedia.org/wiki/Ken_Gray_(Nevada_politician);https://justfacts.votesmart.org/candidate/187391/ken-gray;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/39;https://www.linkedin.com/in/ken-gray-645ba76,,,,"1128 Cheatgrass Drive, Dayton, NV 89403",,,,,,,
ocd-person/9a681fc4-e005-4c1f-a16b-6fa2b02106e3,Linda Hunt,Democratic,17,lower,Linda,Hunt,Female,linda.hunt@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Hunt.Linda.420.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/17,https://ballotpedia.org/Linda_Hunt_(Nevada);https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/17,,,,"5921 Grey Goose St., North Las Vegas, NV 89081",,,,,,,
ocd-person/1707682b-c409-4d5e-9a2d-9505180de66c,Lisa Cole,Republican,4,lower,Lisa,Cole,Female,lisa.cole@asm.state.nv.us,,,,http://leg.state.nv.us/Session/83rd2025/legislators/Assembly/Images/Cole.Lisa.410.jpg,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/4,https://ballotpedia.org/Lisa_Cole_(Nevada);https://justfacts.votesmart.org/candidate/215876/lisa-cole;https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/4;https://www.linkedin.com/in/lisa-cole-48551264,,,,"5025 N. Campbell Road, Las Vegas, NV 89149",,,,,,,
